case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url,year,marked,plaintiff,defendant,plaintiff_size,defendant_size
"Bertoldo Balderas, as Next Friend of Rigoverto Balderas v. Zurich American Insurance Company (Tex. App.-Houston [14th Dist.] 2022)",14-20-00262-CV,2022-04-28,"Texas Court of Appeals, 14th District (Houston)",0,0.0,1.0,https://www.courtlistener.com/opinion/6464711/bertoldo-balderas-as-next-friend-of-rigoverto-balderas-v-zurich-american/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,"Bertoldo Balderas, as Next Friend of Rigoverto Balderas",Zurich American Insurance Company,1.0,5.0
Edna Gergel v. James Gergel (Tenn. Ct. App. 2022),E2020-01534-COA-R3-CV,2022-04-26,Court of Appeals of Tennessee,1,2277.16,1.0,https://www.courtlistener.com/opinion/6463218/edna-gergel-v-james-gergel/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,Edna Gergel,James Gergel,1.0,1.0
Eighteen Seventy v. Jayson (10th Cir. 2022),20-8015,2022-04-26,Court of Appeals for the Tenth Circuit,1,16501153.24,0.0,https://www.courtlistener.com/opinion/6462920/eighteen-seventy-v-jayson/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,Eighteen Seventy,Jayson,1.0,1.0
SEC v. GenAudio Inc. (10th Cir. 2022),19-1454,2022-04-26,Court of Appeals for the Tenth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6462919/sec-v-genaudio-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,SEC,GenAudio Inc.,1.0,5.0
"Clark Bros., Inc. v. North Edwards Water District (Cal. Ct. App. 2022)",D077200,2022-04-22,California Court of Appeal,1,6820476.67,1.0,https://www.courtlistener.com/opinion/6462144/clark-bros-inc-v-north-edwards-water-district/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,"Clark Bros., Inc.",North Edwards Water District,5.0,1.0
"Apple Inc. v. Zipit Wireless, Inc. (Fed. Cir. 2022)",21-1760,2022-04-18,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/6462828/apple-inc-v-zipit-wireless-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,Apple Inc.,"Zipit Wireless, Inc.",5.0,5.0
Bioparques De Occidente v. United States (Fed. Cir. 2022),20-2265,2022-04-14,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/6462842/bioparques-de-occidente-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,Bioparques De Occidente,United States,1.0,1.0
"InSync Training, LLC v. American Society for Training and Development, Inc. (D.N.H. 2022)",21-cv-594-JL,2022-04-13,"District Court, D. New Hampshire",0,0.0,1.0,https://www.courtlistener.com/opinion/10696183/insync-training-llc-v-american-society-for-training-and-development-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,"InSync Training, LLC","American Society for Training and Development, Inc.",5.0,5.0
Schilling v. Secretary of Health and Human Services (Fed. Cl. 2022),16-527,2022-04-13,United States Court of Federal Claims,0,0.0,1.0,https://www.courtlistener.com/opinion/6458862/schilling-v-secretary-of-health-and-human-services/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,Schilling,Secretary of Health and Human Services,1.0,1.0
Svagdis v. Secretary of Health and Human Services (Fed. Cl. 2022),15-520,2022-04-11,United States Court of Federal Claims,0,0.0,,https://www.courtlistener.com/opinion/6458864/svagdis-v-secretary-of-health-and-human-services/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=41,2022,0,Svagdis,Secretary of Health and Human Services,1.0,1.0
"Roche Diagnostics Corporation v. Meso Scale Diagnostics, LLC (Fed. Cir. 2022)",21-1609,2022-04-08,Court of Appeals for the Federal Circuit,1,150985552.1,0.0,https://www.courtlistener.com/opinion/6458517/roche-diagnostics-corporation-v-meso-scale-diagnostics-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,Roche Diagnostics Corporation,"Meso Scale Diagnostics, LLC",5.0,5.0
Power Density Solutions LLC v. United States (Fed. Cl. 2022),21-911,2022-04-08,United States Court of Federal Claims,0,0.0,,https://www.courtlistener.com/opinion/6459627/power-density-solutions-llc-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,Power Density Solutions LLC,United States,5.0,1.0
"Return Mail, Inc. v. United States (Fed. Cl. 2022)",11-130,2022-04-06,United States Court of Federal Claims,0,0.0,0.0,https://www.courtlistener.com/opinion/6459632/return-mail-inc-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,"Return Mail, Inc.",United States,5.0,1.0
"Genuine Enabling Technology v. Nintendo Co., Ltd. (Fed. Cir. 2022)",20-2167,2022-04-01,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/6458541/genuine-enabling-technology-v-nintendo-co-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,Genuine Enabling Technology,"Nintendo Co., Ltd.",5.0,8.0
"Cirba Inc. d/b/a Densify v. Turbonomic, Inc. (Del. Ch. 2022)",2021-0454-SG,2022-04-01,Court of Chancery of Delaware,0,0.0,1.0,https://www.courtlistener.com/opinion/6457184/cirba-inc-dba-densify-v-turbonomic-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,Cirba Inc. d/b/a Densify,"Turbonomic, Inc.",5.0,5.0
"Airbnb, Inc. v. John Doe (Fla. 2022)",SC20-1167,2022-03-31,Supreme Court of Florida,0,0.0,0.0,https://www.courtlistener.com/opinion/6456456/airbnb-inc-v-john-doe/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,"Airbnb, Inc.",John Doe,5.0,1.0
Federal Trade Commission v. Endo Pharmaceuticals Inc. (D.D.C. 2022),Civil Action No. 2021-0217,2022-03-30,"District Court, District of Columbia",1,110007688.23,1.0,https://www.courtlistener.com/opinion/6456374/federal-trade-commission-v-endo-pharmaceuticals-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,Federal Trade Commission,Endo Pharmaceuticals Inc.,5.0,5.0
Sitar v. Syferlock Technology Corp. (Conn. App. Ct. 2022),AC44244,2022-03-29,Connecticut Appellate Court,1,125677.84,1.0,https://www.courtlistener.com/opinion/6455130/sitar-v-syferlock-technology-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,Sitar,Syferlock Technology Corp.,1.0,5.0
"Dyfan, LLC v. Target Corporation (Fed. Cir. 2022)",21-1725,2022-03-24,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/6458559/dyfan-llc-v-target-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,"Dyfan, LLC",Target Corporation,5.0,5.0
"Hunting Titan, Inc. v. Dynaenergetics Europe Gmbh (Fed. Cir. 2022)",20-2163,2022-03-24,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6458558/hunting-titan-inc-v-dynaenergetics-europe-gmbh/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,"Hunting Titan, Inc.",Dynaenergetics Europe Gmbh,5.0,5.0
"Marion Diagnostic Center, LLC v. Becton Dickinson & Company (7th Cir. 2022)",21-1513,2022-03-18,,0,0.0,,https://www.courtlistener.com/opinion/6452723/marion-diagnostic-center-llc-v-becton-dickinson-company/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,"Marion Diagnostic Center, LLC",Becton Dickinson & Company,5.0,5.0
"Felix Sorkin, Individually, General Technologies, Inc., and Precision-Hayes International, Inc. v. P.T. Atlas Manufacturing, L.L.C. (Tex. App.-Dallas 2022)",05-21-00657-CV,2022-03-15,"Texas Court of Appeals, 5th District (Dallas)",0,0.0,1.0,https://www.courtlistener.com/opinion/6453793/felix-sorkin-individually-general-technologies-inc-and-precision-hayes/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,"Felix Sorkin, Individually, General Technologies, Inc., and Precision-Hayes International, Inc.","P.T. Atlas Manufacturing, L.L.C.",7.0,1.0
"Basf Plant Science, Lp v. Commonwealth Scientific (Fed. Cir. 2022)",20-1415,2022-03-15,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/6451262/basf-plant-science-lp-v-commonwealth-scientific/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,"Basf Plant Science, Lp",Commonwealth Scientific,5.0,5.0
Apple Inc. v. Mph Technologies Oy (Fed. Cir. 2022),21-1532,2022-03-09,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6449802/apple-inc-v-mph-technologies-oy/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=42,2022,0,Apple Inc.,Mph Technologies Oy,5.0,5.0
Broadcom Corporation v. Itc (Fed. Cir. 2022),20-2008,2022-03-08,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/6449368/broadcom-corporation-v-itc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,Broadcom Corporation,Itc,5.0,1.0
"Tod Tumey v. Mycroft AI, Inc. (8th Cir. 2022)",21-1975,2022-03-04,Court of Appeals for the Eighth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6448077/tod-tumey-v-mycroft-ai-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,Tod Tumey,"Mycroft AI, Inc.",1.0,5.0
"Cox Communications, Inc. v. T-Mobile US, Inc. (Del. 2022)","340, 2021",2022-03-03,Supreme Court of Delaware,1,183712839.35,0.0,https://www.courtlistener.com/opinion/6447726/cox-communications-inc-v-t-mobile-us-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,"Cox Communications, Inc.","T-Mobile US, Inc.",5.0,5.0
"CITY OF MIAMI BEACH, etc. v. CLEVELANDER OCEAN, LP, etc. (Fla. Dist. Ct. App. 2022)",21-1345,2022-03-02,District Court of Appeal of Florida,0,0.0,1.0,https://www.courtlistener.com/opinion/6447224/city-of-miami-beach-etc-v-clevelander-ocean-lp-etc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,"CITY OF MIAMI BEACH, etc.","CLEVELANDER OCEAN, LP, etc.",1.0,5.0
Mason v. Secretary of Health and Human Services (Fed. Cl. 2022),17-1383,2022-03-01,United States Court of Federal Claims,0,0.0,1.0,https://www.courtlistener.com/opinion/6446361/mason-v-secretary-of-health-and-human-services/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,Mason,Secretary of Health and Human Services,1.0,1.0
LGCY Power v. Super. Ct. (Cal. Ct. App. 2022),F082353,2022-03-01,,0,0.0,,https://www.courtlistener.com/opinion/6446558/lgcy-power-v-super-ct/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,LGCY Power,Super. Ct.,1.0,1.0
"International Association of Certified Home Inspectors and Nick Gromicko v. HomeSafe Inspection, Inc. (Miss. Ct. App. 2022)",2020-CA-00520-COA,2022-03-01,Court of Appeals of Mississippi,1,440.03,1.0,https://www.courtlistener.com/opinion/10629313/international-association-of-certified-home-inspectors-and-nick-gromicko-v/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,International Association of Certified Home Inspectors and Nick Gromicko,"HomeSafe Inspection, Inc.",7.0,5.0
David Lockton v. Thomas S. Rogers (Del. Ch. 2022),CA No. 2021-0058-SG,2022-03-01,Court of Chancery of Delaware,1,220015.38,1.0,https://www.courtlistener.com/opinion/6446199/david-lockton-v-thomas-s-rogers/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,David Lockton,Thomas S. Rogers,1.0,1.0
Continental Automotive Systems v. Avanci (5th Cir. 2022),20-11032,2022-02-28,Court of Appeals for the Fifth Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/6446145/continental-automotive-systems-v-avanci/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,Continental Automotive Systems,Avanci,5.0,1.0
alarm.com Incorporated v. Hirshfeld (Fed. Cir. 2022),21-2102,2022-02-24,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6446269/alarmcom-incorporated-v-hirshfeld/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,alarm.com Incorporated,Hirshfeld,5.0,1.0
In Re ELSTER (Fed. Cir. 2022),20-2205,2022-02-24,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6445073/in-re-elster/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,,,,
"Wildhawk Investments, LLC v. Brava I.P., LLC (8th Cir. 2022)",21-2496,2022-02-23,Court of Appeals for the Eighth Circuit,0,0.0,,https://www.courtlistener.com/opinion/6444602/wildhawk-investments-llc-v-brava-ip-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,"Wildhawk Investments, LLC","Brava I.P., LLC",5.0,5.0
"Lodge Properties, Inc. and Board of Assessment Appeals v. Eagle County Board of Equalization. (Colo. 2022)",20SC852,2022-02-22,Supreme Court of Colorado,0,0.0,,https://www.courtlistener.com/opinion/10017973/lodge-properties-inc-and-board-of-assessment-appeals-v-eagle-county/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,"Lodge Properties, Inc. and Board of Assessment Appeals",Eagle County Board of Equalization.,5.0,5.0
20SC852 – Lodge Properties v. Eagle County (Colo. 2022),22CO9,2022-02-22,Supreme Court of Colorado,0,0.0,0.0,https://www.courtlistener.com/opinion/6444199/20sc852-lodge-properties-v-eagle-county/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,20SC852 – Lodge Properties,Eagle County,1.0,5.0
Holly Bone A/K/A Holly Martin v. David Tyler Moss (Tex. App.-Dallas 2022),05-21-00436-CV,2022-02-17,"Texas Court of Appeals, 5th District (Dallas)",1,385026.91,1.0,https://www.courtlistener.com/opinion/6444503/holly-bone-aka-holly-martin-v-david-tyler-moss/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=43,2022,0,Holly Bone A/K/A Holly Martin,David Tyler Moss,1.0,1.0
"Kenyon & Kenyon LLP v. Sightsound Tech., LLC (N.Y. App. Div. 2022)","Index No. 650795/14 Appeal No. 15144 Case No. 2021-02120, 2021-02121",2022-02-15,,0,0.0,,https://www.courtlistener.com/opinion/6358237/kenyon-kenyon-llp-v-sightsound-tech-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,Kenyon & Kenyon LLP,"Sightsound Tech., LLC",5.0,5.0
"Glaxosmithkline LLC v. Teva Pharmaceuticals USA, Inc. (Fed. Cir. 2022)",18-1976,2022-02-11,Court of Appeals for the Federal Circuit,1,81405689.29,,https://www.courtlistener.com/opinion/6352715/glaxosmithkline-llc-v-teva-pharmaceuticals-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,Glaxosmithkline LLC,"Teva Pharmaceuticals USA, Inc.",5.0,5.0
"Intuitive Surgical, Inc. v. Ethicon LLC (Fed. Cir. 2022)",20-1481,2022-02-11,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/6352709/intuitive-surgical-inc-v-ethicon-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,"Intuitive Surgical, Inc.",Ethicon LLC,5.0,5.0
"Adapt Pharma Operations v. Teva Pharmaceuticals USA, Inc. (Fed. Cir. 2022)",20-2106,2022-02-10,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6352329/adapt-pharma-operations-v-teva-pharmaceuticals-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,Adapt Pharma Operations,"Teva Pharmaceuticals USA, Inc.",1.0,5.0
"Uniloc USA, Inc. v. Apple Inc. (Fed. Cir. 2022)",21-1568,2022-02-09,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6349394/uniloc-usa-inc-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,"Uniloc USA, Inc.",Apple Inc.,5.0,5.0
"Nippon Shinyaku Co., Ltd. v. Sarepta Therapeutics, Inc. (Fed. Cir. 2022)",21-2369,2022-02-08,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6347278/nippon-shinyaku-co-ltd-v-sarepta-therapeutics-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,"Nippon Shinyaku Co., Ltd.","Sarepta Therapeutics, Inc.",5.0,5.0
The California Institute v. Broadcom Limited (Fed. Cir. 2022),20-2222,2022-02-04,Court of Appeals for the Federal Circuit,1,297286064.87,0.0,https://www.courtlistener.com/opinion/6347280/the-california-institute-v-broadcom-limited/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,The California Institute,Broadcom Limited,1.0,5.0
Apple Inc. v. Wi-Lan Inc. (Fed. Cir. 2022),20-2011,2022-02-04,Court of Appeals for the Federal Circuit,1,93759552.68,0.0,https://www.courtlistener.com/opinion/6251583/apple-inc-v-wi-lan-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,Apple Inc.,Wi-Lan Inc.,5.0,5.0
"Blephex, LLC v. Myco Industries, Inc. (Fed. Cir. 2022)",21-1149,2022-02-03,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6251586/blephex-llc-v-myco-industries-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,"Blephex, LLC","Myco Industries, Inc.",5.0,5.0
"Plasmacam, Inc. v. Cncelectronics, LLC (Fed. Cir. 2022)",21-1689,2022-02-03,,0,0.0,,https://www.courtlistener.com/opinion/6248911/plasmacam-inc-v-cncelectronics-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=44,2022,0,"Plasmacam, Inc.","Cncelectronics, LLC",5.0,5.0
Pierson v. Secretary of Health and Human Services (Fed. Cl. 2022),17-1136,2022-02-03,,0,0.0,,https://www.courtlistener.com/opinion/6249493/pierson-v-secretary-of-health-and-human-services/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,Pierson,Secretary of Health and Human Services,1.0,1.0
"Jean Herzog v. Waco Primary Care, P.A. (Tex. App.-Waco 2022)",10-18-00089-CV,2022-02-02,,0,0.0,,https://www.courtlistener.com/opinion/6251425/jean-herzog-v-waco-primary-care-pa/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,Jean Herzog,"Waco Primary Care, P.A.",1.0,5.0
United States v. Jeremy Schlenker (9th Cir. 2022),20-30141,2022-02-01,,0,0.0,,https://www.courtlistener.com/opinion/6247201/united-states-v-jeremy-schlenker/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,United States,Jeremy Schlenker,1.0,1.0
Qualcomm Incorporated v. Apple Inc. (Fed. Cir. 2022),20-1558,2022-02-01,,0,0.0,,https://www.courtlistener.com/opinion/6247156/qualcomm-incorporated-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,Qualcomm Incorporated,Apple Inc.,10.0,9.0
Attorney Grievance v. Jackson (Md. 2022),9ag/20,2022-01-31,,0,0.0,,https://www.courtlistener.com/opinion/6246796/attorney-grievance-v-jackson/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,Attorney Grievance,Jackson,1.0,1.0
Twin Creeks v. Petrolia (Mont. 2022),DA 21-0276,2022-01-25,,0,0.0,,https://www.courtlistener.com/opinion/6245413/twin-creeks-v-petrolia/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,Twin Creeks,Petrolia,1.0,1.0
Integra Biosciences Corp. (T.T.A.B. 2022),87484450,2022-01-24,,0,0.0,,https://www.courtlistener.com/opinion/10818962/integra-biosciences-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,,,,
Integra Biosciences Corp. (T.T.A.B. 2022),87484519,2022-01-24,,0,0.0,,https://www.courtlistener.com/opinion/10818958/integra-biosciences-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,,,,
Integra Biosciences Corp. (T.T.A.B. 2022),87484584,2022-01-24,,0,0.0,,https://www.courtlistener.com/opinion/10818955/integra-biosciences-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,,,,
Integra Biosciences Corp. (T.T.A.B. 2022),87484617,2022-01-24,,0,0.0,,https://www.courtlistener.com/opinion/10818951/integra-biosciences-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,,,,
Integra Biosciences Corp. (T.T.A.B. 2022),87484658,2022-01-24,,0,0.0,,https://www.courtlistener.com/opinion/10818947/integra-biosciences-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,,,,
Kyocera Senco Indus. Tools Inc v. Itc (Fed. Cir. 2022),20-1046,2022-01-21,,0,0.0,,https://www.courtlistener.com/opinion/6244923/kyocera-senco-indus-tools-inc-v-itc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,Kyocera Senco Indus. Tools Inc,Itc,5.0,1.0
"Metron Nutraceuticals, L.L.C. v. Thomas (Ohio Ct. App. 2022)",110280,2022-01-13,,0,0.0,,https://www.courtlistener.com/opinion/6205140/metron-nutraceuticals-llc-v-thomas/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,"Metron Nutraceuticals, L.L.C.",Thomas,1.0,1.0
Terhune v. Secretary of Health and Human Services (Fed. Cl. 2022),16-393,2022-01-13,,0,0.0,,https://www.courtlistener.com/opinion/6236651/terhune-v-secretary-of-health-and-human-services/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2022,0,Terhune,Secretary of Health and Human Services,1.0,1.0
"Ocado Innovation Ltd., et al. v. AutoStore AS, et al. (D.N.H. 2021)",21-cv-00041-JL,2021-12-30,,0,0.0,,https://www.courtlistener.com/opinion/10698212/ocado-innovation-ltd-et-al-v-autostore-as-et-al/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2021,0,"Ocado Innovation Ltd., et al.","AutoStore AS, et al.",5.0,1.0
Paul Grondal v. United States (9th Cir. 2021),20-35694,2021-12-30,,0,0.0,,https://www.courtlistener.com/opinion/5313213/paul-grondal-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=45,2021,0,Paul Grondal,United States,1.0,1.0
ENVIROPOWER RENEWABLE INC. v. WILLIAM RITGER (Fla. Dist. Ct. App. 2021),21-0162,2021-12-29,,0,0.0,,https://www.courtlistener.com/opinion/5312818/enviropower-renewable-inc-v-william-ritger/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,ENVIROPOWER RENEWABLE INC.,WILLIAM RITGER,5.0,1.0
Intel Corporation v. Qualcomm Incorporated (Fed. Cir. 2021),20-1828,2021-12-28,,0,0.0,,https://www.courtlistener.com/opinion/5342965/intel-corporation-v-qualcomm-incorporated/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,Intel Corporation,Qualcomm Incorporated,10.0,10.0
Intel Corporation v. Qualcomm Incorporated (Fed. Cir. 2021),20-1664,2021-12-28,,0,0.0,,https://www.courtlistener.com/opinion/5312531/intel-corporation-v-qualcomm-incorporated/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,Intel Corporation,Qualcomm Incorporated,10.0,10.0
O'Donnell v. Allegheny Co. Tax Apl of: Fox Chapel (Pa. 2021),8 WAP 2021,2021-12-27,,0,0.0,,https://www.courtlistener.com/opinion/5312324/odonnell-v-allegheny-co-tax-apl-of-fox-chapel/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,O'Donnell,Allegheny Co. Tax Apl of: Fox Chapel,1.0,5.0
"Continental Automotive Systems, Inc. v. Nokia Corporation (Del. Ch. 2021)",C.A. No. 2021-0066-JRS,2021-12-20,,0,0.0,,https://www.courtlistener.com/opinion/5307869/continental-automotive-systems-inc-v-nokia-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,"Continental Automotive Systems, Inc.",Nokia Corporation,5.0,7.0
Todd Underwood v. Thomas Wilczynski and Dana Wilczynski Janet A. Bewley... (Ariz. Ct. App. 2021),2 CA-CV 2021-0077,2021-12-16,,0,0.0,,https://www.courtlistener.com/opinion/5308120/todd-underwood-v-thomas-wilczynski-and-dana-wilczynski-janet-a-bewley/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,Todd Underwood,Thomas Wilczynski and Dana Wilczynski Janet A. Bewley...,1.0,1.0
Astrazeneca Ab v. Mylan Pharmaceuticals Inc. (Fed. Cir. 2021),21-1729,2021-12-08,,0,0.0,,https://www.courtlistener.com/opinion/5304637/astrazeneca-ab-v-mylan-pharmaceuticals-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,Astrazeneca Ab,Mylan Pharmaceuticals Inc.,1.0,5.0
Randolph v. Secretary of Health and Human Services (Fed. Cl. 2021),15-146,2021-12-07,,0,0.0,,https://www.courtlistener.com/opinion/5303898/randolph-v-secretary-of-health-and-human-services/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,Randolph,Secretary of Health and Human Services,5.0,1.0
Fraunhofer-Gesellschaft Zur Forderung Der Angewandten Forschung E v. v. Sirius Xm Radio Inc. (D.D.C. 2021),Misc. No. 2021-0014,2021-12-07,,0,0.0,,https://www.courtlistener.com/opinion/5304156/fraunhofer-gesellschaft-zur-forderung-der-angewandten-forschung-e-v-v/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,Fraunhofer-Gesellschaft Zur Forderung Der Angewandten Forschung E,v. Sirius Xm Radio Inc.,1.0,5.0
Pressly v. United States (Fed. Cl. 2021),18-1964,2021-12-03,,0,0.0,,https://www.courtlistener.com/opinion/5303386/pressly-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=46,2021,0,Pressly,United States,1.0,1.0
